fault_id,timestamp,day_of_week,hour_of_day,shift_at_fault,base_location,fault_latitude,fault_longitude,error_code,response_time_minutes
10077.0,2015-01-20 07:58:00,Tuesday,7.0,Shift_1,Station_12,19.394684,-99.111049,S-101 (Signaling),38.0
10078.0,2015-01-20 14:19:00,Tuesday,14.0,Shift_2,Station_2,19.444413,-99.146361,E-401 (Electrical),44.0
10079.0,2015-01-20 07:50:00,Tuesday,7.0,Shift_1,Station_17,19.369061,-99.09378,M-205 (Mechanical),27.0
10080.0,2015-01-20 14:37:00,Tuesday,14.0,Shift_2,Station_8,19.414473,-99.125694,M-205 (Mechanical),28.0
10081.0,2015-01-20 11:16:00,Tuesday,11.0,Shift_1,Station_5,19.430765,-99.136041,S-101 (Signaling),44.0
10082.0,2015-01-21 10:43:00,Wednesday,10.0,Shift_1,Station_4,19.435692,-99.140167,E-401 (Electrical),35.0
10083.0,2015-01-21 10:53:00,Wednesday,10.0,Shift_1,Station_2,19.445729,-99.146212,M-205 (Mechanical),43.0
10084.0,2015-01-21 06:34:00,Wednesday,6.0,Shift_1,Station_11,19.399552,-99.115348,S-101 (Signaling),33.0
10085.0,2015-01-21 13:19:00,Wednesday,13.0,Shift_2,Station_14,19.384099,-99.104476,S-101 (Signaling),39.0
10086.0,2015-01-22 22:37:00,Thursday,22.0,Shift_3,Station_2,19.445137,-99.14734,M-205 (Mechanical),34.0
10087.0,2015-01-22 18:14:00,Thursday,18.0,Shift_3,Station_14,19.384418,-99.103774,M-205 (Mechanical),30.0
,2015-01-23 00:00:00,Friday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10088.0,2015-01-24 07:29:00,Saturday,7.0,Shift_1,Station_11,19.400776,-99.114339,M-205 (Mechanical),30.0
10089.0,2015-01-25 20:33:00,Sunday,20.0,Shift_3,Station_14,19.385865,-99.104623,M-205 (Mechanical),26.0
10090.0,2015-01-25 16:53:00,Sunday,16.0,Shift_2,Station_9,19.409093,-99.122558,M-205 (Mechanical),33.0
10091.0,2015-01-25 12:54:00,Sunday,12.0,Shift_2,Station_4,19.435687,-99.138593,M-205 (Mechanical),45.0
,2015-01-26 00:00:00,Monday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10092.0,2015-01-27 06:35:00,Tuesday,6.0,Shift_1,Station_8,19.41535,-99.126463,S-101 (Signaling),44.0
10093.0,2015-01-27 09:53:00,Tuesday,9.0,Shift_1,Station_13,19.389427,-99.108497,S-101 (Signaling),39.0
10094.0,2015-01-27 23:58:00,Tuesday,23.0,Shift_3,Station_5,19.429627,-99.135554,E-401 (Electrical),30.0
10095.0,2015-01-27 13:31:00,Tuesday,13.0,Shift_2,Station_18,19.364364,-99.090549,E-401 (Electrical),41.0
10096.0,2015-01-27 18:37:00,Tuesday,18.0,Shift_3,Station_7,19.41959,-99.129389,E-401 (Electrical),33.0
10097.0,2015-01-27 19:57:00,Tuesday,19.0,Shift_3,Station_12,19.395318,-99.112404,M-205 (Mechanical),36.0
10098.0,2015-01-28 10:17:00,Wednesday,10.0,Shift_1,Station_2,19.445095,-99.145588,M-205 (Mechanical),39.0
10099.0,2015-01-28 15:53:00,Wednesday,15.0,Shift_2,Station_9,19.410706,-99.121252,E-401 (Electrical),27.0
10100.0,2015-01-28 15:13:00,Wednesday,15.0,Shift_2,Station_3,19.440728,-99.143833,E-401 (Electrical),34.0
10101.0,2015-01-29 10:53:00,Thursday,10.0,Shift_1,Station_16,19.375131,-99.096841,E-401 (Electrical),25.0
10102.0,2015-01-29 14:18:00,Thursday,14.0,Shift_2,Station_5,19.429266,-99.136606,S-101 (Signaling),41.0
10103.0,2015-01-29 18:39:00,Thursday,18.0,Shift_3,Station_1,19.450313,-99.150321,H-300 (Hydraulic),26.0
10104.0,2015-01-29 14:26:00,Thursday,14.0,Shift_2,Station_7,19.420754,-99.129318,E-401 (Electrical),33.0
10105.0,2015-01-29 11:35:00,Thursday,11.0,Shift_1,Station_11,19.400617,-99.114537,H-300 (Hydraulic),38.0
10106.0,2015-01-29 18:07:00,Thursday,18.0,Shift_3,Station_9,19.410475,-99.121833,M-205 (Mechanical),35.0
10107.0,2015-01-29 15:20:00,Thursday,15.0,Shift_2,Station_8,19.415345,-99.125996,E-401 (Electrical),29.0
10108.0,2015-01-29 15:31:00,Thursday,15.0,Shift_2,Station_8,19.415062,-99.125873,M-205 (Mechanical),34.0
10109.0,2015-01-29 16:06:00,Thursday,16.0,Shift_2,Station_9,19.409349,-99.122526,H-300 (Hydraulic),26.0
10110.0,2015-01-30 06:03:00,Friday,6.0,Shift_1,Station_14,19.384393,-99.104719,H-300 (Hydraulic),40.0
10111.0,2015-01-30 16:55:00,Friday,16.0,Shift_2,Station_2,19.445559,-99.146441,E-401 (Electrical),45.0
10112.0,2015-01-30 11:13:00,Friday,11.0,Shift_1,Station_4,19.434544,-99.139175,E-401 (Electrical),30.0
10113.0,2015-01-30 08:50:00,Friday,8.0,Shift_1,Station_18,19.365014,-99.090915,M-205 (Mechanical),29.0
10114.0,2015-01-31 22:27:00,Saturday,22.0,Shift_3,Station_2,19.445996,-99.145528,M-205 (Mechanical),31.0
10115.0,2015-01-31 23:21:00,Saturday,23.0,Shift_3,Station_5,19.430989,-99.135227,S-101 (Signaling),37.0
10116.0,2015-01-31 12:07:00,Saturday,12.0,Shift_2,Station_14,19.385432,-99.103872,E-401 (Electrical),45.0
10117.0,2015-02-01 22:52:00,Sunday,22.0,Shift_3,Station_2,19.444621,-99.145866,M-205 (Mechanical),28.0
10118.0,2015-02-01 16:54:00,Sunday,16.0,Shift_2,Station_10,19.404412,-99.117619,M-205 (Mechanical),37.0
10119.0,2015-02-01 16:50:00,Sunday,16.0,Shift_2,Station_20,19.354271,-99.083831,E-401 (Electrical),41.0
10120.0,2015-02-01 08:54:00,Sunday,8.0,Shift_1,Station_7,19.41939,-99.1285,E-401 (Electrical),25.0
10121.0,2015-02-01 15:16:00,Sunday,15.0,Shift_2,Station_13,19.389492,-99.107046,M-205 (Mechanical),26.0
,2015-02-02 00:00:00,Monday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10122.0,2015-02-03 14:02:00,Tuesday,14.0,Shift_2,Station_20,19.355011,-99.083473,M-205 (Mechanical),36.0
10123.0,2015-02-03 11:55:00,Tuesday,11.0,Shift_1,Station_9,19.40956,-99.121821,M-205 (Mechanical),45.0
10124.0,2015-02-03 09:02:00,Tuesday,9.0,Shift_1,Station_21,19.350273,-99.079479,M-205 (Mechanical),36.0
10125.0,2015-02-03 14:29:00,Tuesday,14.0,Shift_2,Station_16,19.374853,-99.097405,E-401 (Electrical),42.0
10126.0,2015-02-03 07:39:00,Tuesday,7.0,Shift_1,Station_18,19.364111,-99.090868,S-101 (Signaling),40.0
10127.0,2015-02-03 23:17:00,Tuesday,23.0,Shift_3,Station_6,19.425992,-99.132132,E-401 (Electrical),32.0
10128.0,2015-02-04 11:27:00,Wednesday,11.0,Shift_1,Station_16,19.375041,-99.097874,S-101 (Signaling),42.0
10129.0,2015-02-04 06:13:00,Wednesday,6.0,Shift_1,Station_7,19.42095,-99.128422,E-401 (Electrical),45.0
10130.0,2015-02-04 10:20:00,Wednesday,10.0,Shift_1,Station_16,19.375459,-99.098452,S-101 (Signaling),30.0
10131.0,2015-02-04 12:43:00,Wednesday,12.0,Shift_2,Station_8,19.414247,-99.125193,E-401 (Electrical),30.0
10132.0,2015-02-05 21:30:00,Thursday,21.0,Shift_3,Station_10,19.40409,-99.119026,E-401 (Electrical),43.0
10133.0,2015-02-05 14:52:00,Thursday,14.0,Shift_2,Station_13,19.390365,-99.108787,M-205 (Mechanical),36.0
10134.0,2015-02-05 15:08:00,Thursday,15.0,Shift_2,Station_4,19.43426,-99.139498,S-101 (Signaling),45.0
10135.0,2015-02-05 17:47:00,Thursday,17.0,Shift_2,Station_15,19.379048,-99.100729,E-401 (Electrical),33.0
10136.0,2015-02-06 10:10:00,Friday,10.0,Shift_1,Station_17,19.369524,-99.094981,S-101 (Signaling),25.0
10137.0,2015-02-06 09:51:00,Friday,9.0,Shift_1,Station_9,19.409793,-99.121098,E-401 (Electrical),25.0
10138.0,2015-02-06 19:05:00,Friday,19.0,Shift_3,Station_13,19.389861,-99.108668,M-205 (Mechanical),41.0
10139.0,2015-02-06 08:20:00,Friday,8.0,Shift_1,Station_21,19.350616,-99.079922,S-101 (Signaling),33.0
10140.0,2015-02-06 11:39:00,Friday,11.0,Shift_1,Station_15,19.380101,-99.101218,S-101 (Signaling),40.0
10141.0,2015-02-06 17:15:00,Friday,17.0,Shift_2,Station_13,19.389491,-99.107104,E-401 (Electrical),40.0
10142.0,2015-02-06 06:45:00,Friday,6.0,Shift_1,Station_16,19.375951,-99.09831,S-101 (Signaling),33.0
10143.0,2015-02-06 07:57:00,Friday,7.0,Shift_1,Station_3,19.440292,-99.143878,M-205 (Mechanical),37.0
10144.0,2015-02-07 21:39:00,Saturday,21.0,Shift_3,Station_21,19.349027,-99.079962,M-205 (Mechanical),31.0
10145.0,2015-02-07 13:32:00,Saturday,13.0,Shift_2,Station_1,19.450203,-99.150213,S-101 (Signaling),43.0
10146.0,2015-02-07 10:37:00,Saturday,10.0,Shift_1,Station_8,19.414375,-99.125454,M-205 (Mechanical),43.0
10147.0,2015-02-07 10:29:00,Saturday,10.0,Shift_1,Station_18,19.364529,-99.090187,M-205 (Mechanical),26.0
10148.0,2015-02-08 17:13:00,Sunday,17.0,Shift_2,Station_1,19.450918,-99.149523,S-101 (Signaling),42.0
10149.0,2015-02-08 14:27:00,Sunday,14.0,Shift_2,Station_1,19.449518,-99.150226,M-205 (Mechanical),29.0
10150.0,2015-02-08 22:17:00,Sunday,22.0,Shift_3,Station_2,19.445894,-99.147137,E-401 (Electrical),45.0
10151.0,2015-02-08 08:40:00,Sunday,8.0,Shift_1,Station_14,19.384305,-99.10415,M-205 (Mechanical),28.0
10152.0,2015-02-08 18:12:00,Sunday,18.0,Shift_3,Station_3,19.440751,-99.142496,S-101 (Signaling),26.0
10153.0,2015-02-08 11:37:00,Sunday,11.0,Shift_1,Station_19,19.360098,-99.087228,H-300 (Hydraulic),29.0
,2015-02-09 00:00:00,Monday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10154.0,2015-02-10 17:12:00,Tuesday,17.0,Shift_2,Station_2,19.444795,-99.146557,E-401 (Electrical),45.0
10155.0,2015-02-11 20:36:00,Wednesday,20.0,Shift_3,Station_10,19.40411,-99.119097,M-205 (Mechanical),45.0
10156.0,2015-02-12 10:03:00,Thursday,10.0,Shift_1,Station_2,19.444434,-99.145782,E-401 (Electrical),38.0
10157.0,2015-02-12 14:54:00,Thursday,14.0,Shift_2,Station_13,19.390304,-99.108719,S-101 (Signaling),28.0
10158.0,2015-02-12 09:41:00,Thursday,9.0,Shift_1,Station_8,19.414689,-99.126283,M-205 (Mechanical),30.0
10159.0,2015-02-12 18:19:00,Thursday,18.0,Shift_3,Station_8,19.414674,-99.125482,M-205 (Mechanical),30.0
10160.0,2015-02-13 19:31:00,Friday,19.0,Shift_3,Station_1,19.449887,-99.149783,M-205 (Mechanical),42.0
10161.0,2015-02-13 20:19:00,Friday,20.0,Shift_3,Station_2,19.445107,-99.145683,E-401 (Electrical),43.0
10162.0,2015-02-13 12:11:00,Friday,12.0,Shift_2,Station_6,19.425687,-99.132002,E-401 (Electrical),45.0
10163.0,2015-02-13 12:10:00,Friday,12.0,Shift_2,Station_4,19.434892,-99.139827,M-205 (Mechanical),26.0
10164.0,2015-02-13 21:49:00,Friday,21.0,Shift_3,Station_11,19.400485,-99.115358,M-205 (Mechanical),41.0
10165.0,2015-02-13 18:42:00,Friday,18.0,Shift_3,Station_10,19.405541,-99.118292,M-205 (Mechanical),32.0
10166.0,2015-02-13 06:21:00,Friday,6.0,Shift_1,Station_4,19.434069,-99.140025,S-101 (Signaling),30.0
10167.0,2015-02-13 14:24:00,Friday,14.0,Shift_2,Station_4,19.435441,-99.138648,M-205 (Mechanical),37.0
10168.0,2015-02-14 20:02:00,Saturday,20.0,Shift_3,Station_6,19.425086,-99.132822,M-205 (Mechanical),43.0
10169.0,2015-02-14 23:23:00,Saturday,23.0,Shift_3,Station_4,19.4342,-99.139479,M-205 (Mechanical),32.0
10170.0,2015-02-14 12:26:00,Saturday,12.0,Shift_2,Station_18,19.3651,-99.090426,E-401 (Electrical),31.0
10171.0,2015-02-14 06:09:00,Saturday,6.0,Shift_1,Station_3,19.43979,-99.142239,H-300 (Hydraulic),30.0
10172.0,2015-02-14 07:26:00,Saturday,7.0,Shift_1,Station_11,19.400604,-99.115553,E-401 (Electrical),43.0
10173.0,2015-02-14 16:53:00,Saturday,16.0,Shift_2,Station_9,19.410586,-99.121911,E-401 (Electrical),26.0
10174.0,2015-02-14 20:38:00,Saturday,20.0,Shift_3,Station_4,19.43532,-99.138795,M-205 (Mechanical),39.0
10175.0,2015-02-15 14:29:00,Sunday,14.0,Shift_2,Station_19,19.360786,-99.086501,E-401 (Electrical),32.0
10176.0,2015-02-15 17:12:00,Sunday,17.0,Shift_2,Station_17,19.369945,-99.094549,M-205 (Mechanical),43.0
10177.0,2015-02-15 11:51:00,Sunday,11.0,Shift_1,Station_20,19.35555,-99.083768,M-205 (Mechanical),30.0
,2015-02-16 00:00:00,Monday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
,2015-02-17 00:00:00,Tuesday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10178.0,2015-02-18 15:56:00,Wednesday,15.0,Shift_2,Station_18,19.365446,-99.089569,E-401 (Electrical),37.0
10179.0,2015-02-18 14:02:00,Wednesday,14.0,Shift_2,Station_13,19.390455,-99.108007,M-205 (Mechanical),29.0
10180.0,2015-02-18 07:52:00,Wednesday,7.0,Shift_1,Station_10,19.404092,-99.119243,E-401 (Electrical),30.0
10181.0,2015-02-18 07:20:00,Wednesday,7.0,Shift_1,Station_15,19.379762,-99.100422,M-205 (Mechanical),44.0
10182.0,2015-02-18 15:51:00,Wednesday,15.0,Shift_2,Station_4,19.43584,-99.140029,S-101 (Signaling),28.0
10183.0,2015-02-18 17:23:00,Wednesday,17.0,Shift_2,Station_19,19.360718,-99.087699,S-101 (Signaling),38.0
10184.0,2015-02-18 16:26:00,Wednesday,16.0,Shift_2,Station_19,19.360347,-99.086843,E-401 (Electrical),25.0
10185.0,2015-02-19 21:35:00,Thursday,21.0,Shift_3,Station_10,19.404486,-99.118887,M-205 (Mechanical),32.0
10186.0,2015-02-19 09:03:00,Thursday,9.0,Shift_1,Station_12,19.39586,-99.110753,E-401 (Electrical),40.0
10187.0,2015-02-19 21:13:00,Thursday,21.0,Shift_3,Station_14,19.384505,-99.104754,S-101 (Signaling),40.0
10188.0,2015-02-19 08:45:00,Thursday,8.0,Shift_1,Station_6,19.425468,-99.132983,S-101 (Signaling),44.0
10189.0,2015-02-19 21:07:00,Thursday,21.0,Shift_3,Station_20,19.355755,-99.083293,M-205 (Mechanical),36.0
10190.0,2015-02-20 07:36:00,Friday,7.0,Shift_1,Station_17,19.369875,-99.09464,M-205 (Mechanical),33.0
10191.0,2015-02-20 09:03:00,Friday,9.0,Shift_1,Station_17,19.369267,-99.094072,E-401 (Electrical),34.0
10192.0,2015-02-20 15:34:00,Friday,15.0,Shift_2,Station_20,19.35496,-99.083917,E-401 (Electrical),43.0
10193.0,2015-02-20 20:38:00,Friday,20.0,Shift_3,Station_17,19.369951,-99.093728,H-300 (Hydraulic),31.0
10194.0,2015-02-21 19:54:00,Saturday,19.0,Shift_3,Station_18,19.36495,-99.089803,M-205 (Mechanical),32.0
10195.0,2015-02-21 20:00:00,Saturday,20.0,Shift_3,Station_1,19.45063,-99.14989,E-401 (Electrical),29.0
10196.0,2015-02-21 06:22:00,Saturday,6.0,Shift_1,Station_4,19.435571,-99.13958,M-205 (Mechanical),45.0
10197.0,2015-02-21 22:18:00,Saturday,22.0,Shift_3,Station_15,19.380412,-99.100429,H-300 (Hydraulic),45.0
10198.0,2015-02-21 22:08:00,Saturday,22.0,Shift_3,Station_17,19.370872,-99.093585,E-401 (Electrical),26.0
10199.0,2015-02-22 08:38:00,Sunday,8.0,Shift_1,Station_11,19.399813,-99.114559,E-401 (Electrical),42.0
10200.0,2015-02-22 06:03:00,Sunday,6.0,Shift_1,Station_7,19.419434,-99.129726,E-401 (Electrical),37.0
10201.0,2015-02-22 19:47:00,Sunday,19.0,Shift_3,Station_20,19.355006,-99.083939,M-205 (Mechanical),38.0
10202.0,2015-02-22 15:14:00,Sunday,15.0,Shift_2,Station_17,19.369132,-99.093579,M-205 (Mechanical),31.0
10203.0,2015-02-23 06:39:00,Monday,6.0,Shift_1,Station_9,19.409141,-99.121096,S-101 (Signaling),40.0
10204.0,2015-02-23 19:30:00,Monday,19.0,Shift_3,Station_10,19.405231,-99.11823,E-401 (Electrical),27.0
10205.0,2015-02-23 12:16:00,Monday,12.0,Shift_2,Station_18,19.364956,-99.089664,S-101 (Signaling),30.0
10206.0,2015-02-23 19:18:00,Monday,19.0,Shift_3,Station_16,19.375726,-99.09838,S-101 (Signaling),35.0
10207.0,2015-02-23 22:16:00,Monday,22.0,Shift_3,Station_9,19.411,-99.122683,S-101 (Signaling),34.0
10208.0,2015-02-24 09:31:00,Tuesday,9.0,Shift_1,Station_19,19.360218,-99.087974,E-401 (Electrical),40.0
10209.0,2015-02-24 13:43:00,Tuesday,13.0,Shift_2,Station_21,19.349541,-99.079395,M-205 (Mechanical),31.0
10210.0,2015-02-24 06:55:00,Tuesday,6.0,Shift_1,Station_1,19.450837,-99.150957,S-101 (Signaling),26.0
