fault_id,timestamp,day_of_week,hour_of_day,shift_at_fault,base_location,fault_latitude,fault_longitude,error_code,response_time_minutes
10041.0,2015-01-10 21:38:00,Saturday,21.0,Shift_3,Station_17,19.370779,-99.093136,E-401 (Electrical),29.0
10042.0,2015-01-10 06:50:00,Saturday,6.0,Shift_1,Station_8,19.415442,-99.12604,E-401 (Electrical),42.0
10043.0,2015-01-11 16:33:00,Sunday,16.0,Shift_2,Station_13,19.390597,-99.108746,E-401 (Electrical),37.0
10044.0,2015-01-11 09:36:00,Sunday,9.0,Shift_1,Station_11,19.400301,-99.114875,E-401 (Electrical),34.0
10045.0,2015-01-11 19:14:00,Sunday,19.0,Shift_3,Station_5,19.429595,-99.136883,M-205 (Mechanical),42.0
10046.0,2015-01-11 10:50:00,Sunday,10.0,Shift_1,Station_13,19.390453,-99.107899,E-401 (Electrical),42.0
10047.0,2015-01-11 09:24:00,Sunday,9.0,Shift_1,Station_9,19.409136,-99.122494,E-401 (Electrical),42.0
10048.0,2015-01-12 08:00:00,Monday,8.0,Shift_1,Station_19,19.360557,-99.087829,H-300 (Hydraulic),38.0
10049.0,2015-01-12 21:33:00,Monday,21.0,Shift_3,Station_18,19.364956,-99.089836,M-205 (Mechanical),31.0
10050.0,2015-01-12 12:17:00,Monday,12.0,Shift_2,Station_1,19.450625,-99.14986,M-205 (Mechanical),35.0
10051.0,2015-01-12 13:48:00,Monday,13.0,Shift_2,Station_12,19.394494,-99.110905,S-101 (Signaling),26.0
10052.0,2015-01-12 21:13:00,Monday,21.0,Shift_3,Station_20,19.354828,-99.083383,S-101 (Signaling),32.0
10053.0,2015-01-12 22:44:00,Monday,22.0,Shift_3,Station_5,19.429184,-99.136364,M-205 (Mechanical),28.0
10054.0,2015-01-13 23:20:00,Tuesday,23.0,Shift_3,Station_9,19.409332,-99.121108,E-401 (Electrical),36.0
10055.0,2015-01-13 23:26:00,Tuesday,23.0,Shift_3,Station_6,19.425861,-99.133228,H-300 (Hydraulic),44.0
10056.0,2015-01-13 12:46:00,Tuesday,12.0,Shift_2,Station_11,19.400311,-99.115622,E-401 (Electrical),43.0
10057.0,2015-01-13 14:20:00,Tuesday,14.0,Shift_2,Station_10,19.404186,-99.11903,E-401 (Electrical),26.0
10058.0,2015-01-13 21:36:00,Tuesday,21.0,Shift_3,Station_3,19.439739,-99.143234,S-101 (Signaling),37.0
10059.0,2015-01-13 09:55:00,Tuesday,9.0,Shift_1,Station_12,19.395725,-99.111106,M-205 (Mechanical),35.0
10060.0,2015-01-14 11:31:00,Wednesday,11.0,Shift_1,Station_13,19.389021,-99.108683,E-401 (Electrical),43.0
10061.0,2015-01-14 19:06:00,Wednesday,19.0,Shift_3,Station_4,19.43481,-99.138952,H-300 (Hydraulic),43.0
10062.0,2015-01-14 09:01:00,Wednesday,9.0,Shift_1,Station_13,19.390117,-99.108049,E-401 (Electrical),42.0
10063.0,2015-01-14 21:56:00,Wednesday,21.0,Shift_3,Station_21,19.35001,-99.080225,M-205 (Mechanical),45.0
10064.0,2015-01-14 17:19:00,Wednesday,17.0,Shift_2,Station_17,19.37058,-99.093741,M-205 (Mechanical),25.0
10065.0,2015-01-15 09:50:00,Thursday,9.0,Shift_1,Station_14,19.384405,-99.104306,E-401 (Electrical),38.0
10066.0,2015-01-15 21:33:00,Thursday,21.0,Shift_3,Station_12,19.395765,-99.110845,S-101 (Signaling),43.0
10067.0,2015-01-16 07:02:00,Friday,7.0,Shift_1,Station_11,19.400287,-99.114406,E-401 (Electrical),36.0
10068.0,2015-01-16 17:06:00,Friday,17.0,Shift_2,Station_11,19.400976,-99.114391,M-205 (Mechanical),33.0
10069.0,2015-01-16 23:05:00,Friday,23.0,Shift_3,Station_12,19.395187,-99.111093,M-205 (Mechanical),40.0
10070.0,2015-01-16 16:52:00,Friday,16.0,Shift_2,Station_12,19.394672,-99.111085,M-205 (Mechanical),43.0
10071.0,2015-01-16 12:03:00,Friday,12.0,Shift_2,Station_6,19.425259,-99.132367,E-401 (Electrical),36.0
10072.0,2015-01-17 17:37:00,Saturday,17.0,Shift_2,Station_11,19.400829,-99.114367,E-401 (Electrical),39.0
10073.0,2015-01-17 21:05:00,Saturday,21.0,Shift_3,Station_5,19.429008,-99.135182,E-401 (Electrical),31.0
10074.0,2015-01-17 22:08:00,Saturday,22.0,Shift_3,Station_4,19.435126,-99.139074,M-205 (Mechanical),36.0
10075.0,2015-01-17 12:38:00,Saturday,12.0,Shift_2,Station_21,19.349752,-99.080784,M-205 (Mechanical),41.0
10076.0,2015-01-17 14:42:00,Saturday,14.0,Shift_2,Station_17,19.36901,-99.094617,E-401 (Electrical),38.0
10077.0,2015-01-18 23:49:00,Sunday,23.0,Shift_3,Station_2,19.444562,-99.146001,E-401 (Electrical),25.0
10078.0,2015-01-18 18:01:00,Sunday,18.0,Shift_3,Station_3,19.439661,-99.142417,S-101 (Signaling),45.0
10079.0,2015-01-18 23:16:00,Sunday,23.0,Shift_3,Station_7,19.419973,-99.128862,E-401 (Electrical),32.0
10080.0,2015-01-19 22:34:00,Monday,22.0,Shift_3,Station_19,19.360176,-99.087226,S-101 (Signaling),32.0
10081.0,2015-01-19 21:08:00,Monday,21.0,Shift_3,Station_14,19.385117,-99.10433,H-300 (Hydraulic),35.0
10082.0,2015-01-19 14:43:00,Monday,14.0,Shift_2,Station_20,19.355182,-99.082957,H-300 (Hydraulic),32.0
10083.0,2015-01-19 13:15:00,Monday,13.0,Shift_2,Station_13,19.390378,-99.107502,E-401 (Electrical),30.0
10084.0,2015-01-19 17:52:00,Monday,17.0,Shift_2,Station_18,19.364303,-99.091445,M-205 (Mechanical),25.0
10085.0,2015-01-19 11:01:00,Monday,11.0,Shift_1,Station_18,19.364641,-99.090375,E-401 (Electrical),25.0
,2015-01-20 00:00:00,Tuesday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10086.0,2015-01-21 22:54:00,Wednesday,22.0,Shift_3,Station_10,19.405683,-99.119498,M-205 (Mechanical),30.0
10087.0,2015-01-21 23:21:00,Wednesday,23.0,Shift_3,Station_18,19.365397,-99.089518,E-401 (Electrical),35.0
10088.0,2015-01-21 08:29:00,Wednesday,8.0,Shift_1,Station_15,19.379955,-99.101648,E-401 (Electrical),43.0
10089.0,2015-01-21 23:39:00,Wednesday,23.0,Shift_3,Station_18,19.365587,-99.090478,M-205 (Mechanical),44.0
10090.0,2015-01-22 22:46:00,Thursday,22.0,Shift_3,Station_20,19.354916,-99.083507,S-101 (Signaling),39.0
10091.0,2015-01-22 12:22:00,Thursday,12.0,Shift_2,Station_18,19.36559,-99.089598,H-300 (Hydraulic),35.0
10092.0,2015-01-22 22:07:00,Thursday,22.0,Shift_3,Station_20,19.355186,-99.082849,E-401 (Electrical),29.0
10093.0,2015-01-23 20:07:00,Friday,20.0,Shift_3,Station_20,19.355491,-99.083742,S-101 (Signaling),33.0
10094.0,2015-01-23 19:39:00,Friday,19.0,Shift_3,Station_9,19.410011,-99.12199,E-401 (Electrical),40.0
10095.0,2015-01-23 17:21:00,Friday,17.0,Shift_2,Station_18,19.364831,-99.090635,H-300 (Hydraulic),29.0
10096.0,2015-01-24 06:15:00,Saturday,6.0,Shift_1,Station_19,19.35922,-99.086982,M-205 (Mechanical),32.0
10097.0,2015-01-24 10:32:00,Saturday,10.0,Shift_1,Station_10,19.404958,-99.118371,M-205 (Mechanical),29.0
10098.0,2015-01-25 12:32:00,Sunday,12.0,Shift_2,Station_21,19.350944,-99.080075,M-205 (Mechanical),44.0
10099.0,2015-01-25 08:53:00,Sunday,8.0,Shift_1,Station_9,19.410383,-99.122274,E-401 (Electrical),32.0
10100.0,2015-01-25 08:43:00,Sunday,8.0,Shift_1,Station_13,19.389271,-99.108499,E-401 (Electrical),37.0
10101.0,2015-01-25 14:27:00,Sunday,14.0,Shift_2,Station_12,19.395078,-99.111455,H-300 (Hydraulic),36.0
10102.0,2015-01-25 06:30:00,Sunday,6.0,Shift_1,Station_20,19.3545,-99.083674,M-205 (Mechanical),28.0
10103.0,2015-01-25 23:31:00,Sunday,23.0,Shift_3,Station_6,19.425649,-99.132525,E-401 (Electrical),26.0
10104.0,2015-01-25 18:48:00,Sunday,18.0,Shift_3,Station_9,19.409073,-99.121382,E-401 (Electrical),40.0
10105.0,2015-01-26 20:28:00,Monday,20.0,Shift_3,Station_20,19.355693,-99.08312,M-205 (Mechanical),29.0
10106.0,2015-01-26 22:39:00,Monday,22.0,Shift_3,Station_14,19.385229,-99.103931,M-205 (Mechanical),40.0
10107.0,2015-01-26 07:33:00,Monday,7.0,Shift_1,Station_21,19.350352,-99.079874,E-401 (Electrical),30.0
10108.0,2015-01-26 11:19:00,Monday,11.0,Shift_1,Station_21,19.349865,-99.080293,M-205 (Mechanical),36.0
10109.0,2015-01-27 23:57:00,Tuesday,23.0,Shift_3,Station_1,19.449602,-99.149834,E-401 (Electrical),39.0
10110.0,2015-01-27 15:06:00,Tuesday,15.0,Shift_2,Station_18,19.364356,-99.090294,S-101 (Signaling),31.0
10111.0,2015-01-27 19:26:00,Tuesday,19.0,Shift_3,Station_11,19.399686,-99.114254,S-101 (Signaling),32.0
10112.0,2015-01-28 13:25:00,Wednesday,13.0,Shift_2,Station_4,19.435384,-99.139898,E-401 (Electrical),31.0
10113.0,2015-01-28 11:03:00,Wednesday,11.0,Shift_1,Station_20,19.355118,-99.082654,M-205 (Mechanical),35.0
10114.0,2015-01-28 10:59:00,Wednesday,10.0,Shift_1,Station_1,19.450255,-99.150933,E-401 (Electrical),40.0
10115.0,2015-01-28 10:53:00,Wednesday,10.0,Shift_1,Station_19,19.359732,-99.086801,M-205 (Mechanical),37.0
10116.0,2015-01-28 19:41:00,Wednesday,19.0,Shift_3,Station_19,19.359034,-99.087282,E-401 (Electrical),35.0
10117.0,2015-01-28 12:28:00,Wednesday,12.0,Shift_2,Station_13,19.389155,-99.108884,E-401 (Electrical),31.0
,2015-01-29 00:00:00,Thursday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10118.0,2015-01-30 16:47:00,Friday,16.0,Shift_2,Station_17,19.370208,-99.094236,M-205 (Mechanical),40.0
10119.0,2015-01-30 14:49:00,Friday,14.0,Shift_2,Station_10,19.404856,-99.118158,M-205 (Mechanical),30.0
10120.0,2015-01-30 18:22:00,Friday,18.0,Shift_3,Station_11,19.400087,-99.115844,S-101 (Signaling),31.0
10121.0,2015-01-31 09:44:00,Saturday,9.0,Shift_1,Station_12,19.39498,-99.112002,S-101 (Signaling),38.0
10122.0,2015-01-31 15:02:00,Saturday,15.0,Shift_2,Station_14,19.384052,-99.104316,E-401 (Electrical),38.0
10123.0,2015-02-01 12:06:00,Sunday,12.0,Shift_2,Station_4,19.43493,-99.140495,S-101 (Signaling),41.0
10124.0,2015-02-01 11:25:00,Sunday,11.0,Shift_1,Station_6,19.424561,-99.13257,H-300 (Hydraulic),38.0
10125.0,2015-02-01 23:08:00,Sunday,23.0,Shift_3,Station_20,19.355655,-99.084463,E-401 (Electrical),36.0
10126.0,2015-02-01 18:46:00,Sunday,18.0,Shift_3,Station_3,19.439203,-99.143423,M-205 (Mechanical),27.0
10127.0,2015-02-01 11:36:00,Sunday,11.0,Shift_1,Station_1,19.450051,-99.14949,M-205 (Mechanical),44.0
10128.0,2015-02-02 18:07:00,Monday,18.0,Shift_3,Station_3,19.440011,-99.142261,H-300 (Hydraulic),41.0
10129.0,2015-02-02 20:16:00,Monday,20.0,Shift_3,Station_18,19.36408,-99.090093,S-101 (Signaling),31.0
10130.0,2015-02-02 12:46:00,Monday,12.0,Shift_2,Station_21,19.349915,-99.079901,M-205 (Mechanical),43.0
10131.0,2015-02-02 15:06:00,Monday,15.0,Shift_2,Station_8,19.415117,-99.125621,M-205 (Mechanical),33.0
10132.0,2015-02-02 09:49:00,Monday,9.0,Shift_1,Station_21,19.349003,-99.079644,M-205 (Mechanical),44.0
10133.0,2015-02-03 13:29:00,Tuesday,13.0,Shift_2,Station_7,19.420181,-99.128628,H-300 (Hydraulic),29.0
10134.0,2015-02-03 18:55:00,Tuesday,18.0,Shift_3,Station_8,19.415558,-99.1261,M-205 (Mechanical),42.0
10135.0,2015-02-03 16:45:00,Tuesday,16.0,Shift_2,Station_1,19.450605,-99.150457,E-401 (Electrical),33.0
,2015-02-04 00:00:00,Wednesday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10136.0,2015-02-05 12:41:00,Thursday,12.0,Shift_2,Station_3,19.439032,-99.143534,E-401 (Electrical),42.0
10137.0,2015-02-05 08:03:00,Thursday,8.0,Shift_1,Station_11,19.399564,-99.114295,M-205 (Mechanical),45.0
10138.0,2015-02-05 13:08:00,Thursday,13.0,Shift_2,Station_16,19.375576,-99.097959,S-101 (Signaling),42.0
10139.0,2015-02-05 20:00:00,Thursday,20.0,Shift_3,Station_16,19.375347,-99.098348,E-401 (Electrical),40.0
10140.0,2015-02-06 15:13:00,Friday,15.0,Shift_2,Station_4,19.43494,-99.140115,S-101 (Signaling),43.0
10141.0,2015-02-06 08:27:00,Friday,8.0,Shift_1,Station_7,19.419678,-99.129532,E-401 (Electrical),30.0
10142.0,2015-02-06 18:10:00,Friday,18.0,Shift_3,Station_14,19.385285,-99.10513,E-401 (Electrical),31.0
10143.0,2015-02-06 12:08:00,Friday,12.0,Shift_2,Station_11,19.399748,-99.114313,M-205 (Mechanical),39.0
10144.0,2015-02-07 06:04:00,Saturday,6.0,Shift_1,Station_9,19.410318,-99.121158,E-401 (Electrical),35.0
10145.0,2015-02-07 19:15:00,Saturday,19.0,Shift_3,Station_1,19.450886,-99.149799,E-401 (Electrical),32.0
10146.0,2015-02-07 21:46:00,Saturday,21.0,Shift_3,Station_13,19.390326,-99.108058,M-205 (Mechanical),28.0
10147.0,2015-02-07 10:06:00,Saturday,10.0,Shift_1,Station_10,19.405363,-99.1175,E-401 (Electrical),38.0
10148.0,2015-02-07 11:55:00,Saturday,11.0,Shift_1,Station_11,19.399024,-99.115573,H-300 (Hydraulic),29.0
10149.0,2015-02-07 22:05:00,Saturday,22.0,Shift_3,Station_6,19.42415,-99.131952,M-205 (Mechanical),37.0
10150.0,2015-02-07 19:54:00,Saturday,19.0,Shift_3,Station_2,19.445562,-99.145618,M-205 (Mechanical),41.0
10151.0,2015-02-08 09:17:00,Sunday,9.0,Shift_1,Station_21,19.349294,-99.079097,H-300 (Hydraulic),35.0
10152.0,2015-02-08 12:47:00,Sunday,12.0,Shift_2,Station_17,19.369748,-99.094068,S-101 (Signaling),37.0
10153.0,2015-02-08 20:00:00,Sunday,20.0,Shift_3,Station_4,19.435264,-99.139099,E-401 (Electrical),33.0
10154.0,2015-02-08 11:43:00,Sunday,11.0,Shift_1,Station_1,19.449805,-99.149959,M-205 (Mechanical),34.0
10155.0,2015-02-08 23:54:00,Sunday,23.0,Shift_3,Station_9,19.410221,-99.121991,E-401 (Electrical),38.0
10156.0,2015-02-08 16:00:00,Sunday,16.0,Shift_2,Station_16,19.375938,-99.097368,E-401 (Electrical),39.0
10157.0,2015-02-09 21:08:00,Monday,21.0,Shift_3,Station_11,19.400629,-99.115603,E-401 (Electrical),39.0
10158.0,2015-02-09 10:54:00,Monday,10.0,Shift_1,Station_18,19.364707,-99.090488,E-401 (Electrical),39.0
10159.0,2015-02-09 13:56:00,Monday,13.0,Shift_2,Station_16,19.375203,-99.096591,E-401 (Electrical),44.0
10160.0,2015-02-09 11:08:00,Monday,11.0,Shift_1,Station_17,19.369165,-99.093936,S-101 (Signaling),25.0
10161.0,2015-02-09 20:44:00,Monday,20.0,Shift_3,Station_9,19.410887,-99.121917,M-205 (Mechanical),34.0
10162.0,2015-02-09 20:51:00,Monday,20.0,Shift_3,Station_2,19.445768,-99.147102,M-205 (Mechanical),42.0
10163.0,2015-02-10 19:51:00,Tuesday,19.0,Shift_3,Station_4,19.4351,-99.139067,S-101 (Signaling),43.0
10164.0,2015-02-11 08:22:00,Wednesday,8.0,Shift_1,Station_12,19.394316,-99.111896,S-101 (Signaling),29.0
10165.0,2015-02-11 08:31:00,Wednesday,8.0,Shift_1,Station_4,19.435722,-99.139874,M-205 (Mechanical),37.0
10166.0,2015-02-11 20:05:00,Wednesday,20.0,Shift_3,Station_9,19.409287,-99.121273,E-401 (Electrical),36.0
10167.0,2015-02-12 21:54:00,Thursday,21.0,Shift_3,Station_10,19.405829,-99.118451,M-205 (Mechanical),32.0
10168.0,2015-02-12 20:23:00,Thursday,20.0,Shift_3,Station_10,19.404215,-99.119012,H-300 (Hydraulic),26.0
10169.0,2015-02-12 20:32:00,Thursday,20.0,Shift_3,Station_7,19.420074,-99.12986,E-401 (Electrical),29.0
10170.0,2015-02-13 16:04:00,Friday,16.0,Shift_2,Station_18,19.364397,-99.091483,M-205 (Mechanical),31.0
10171.0,2015-02-13 19:46:00,Friday,19.0,Shift_3,Station_5,19.430477,-99.135558,E-401 (Electrical),37.0
10172.0,2015-02-13 06:47:00,Friday,6.0,Shift_1,Station_20,19.355185,-99.083555,E-401 (Electrical),28.0
10173.0,2015-02-13 20:13:00,Friday,20.0,Shift_3,Station_4,19.434861,-99.138539,S-101 (Signaling),38.0
10174.0,2015-02-13 10:58:00,Friday,10.0,Shift_1,Station_6,19.425667,-99.132018,M-205 (Mechanical),29.0
10175.0,2015-02-14 23:44:00,Saturday,23.0,Shift_3,Station_10,19.40411,-99.117841,E-401 (Electrical),30.0
10176.0,2015-02-15 23:04:00,Sunday,23.0,Shift_3,Station_8,19.414972,-99.124856,E-401 (Electrical),43.0
10177.0,2015-02-15 23:34:00,Sunday,23.0,Shift_3,Station_8,19.414939,-99.124632,E-401 (Electrical),39.0
10178.0,2015-02-15 21:23:00,Sunday,21.0,Shift_3,Station_3,19.439222,-99.142455,M-205 (Mechanical),43.0
10179.0,2015-02-15 06:34:00,Sunday,6.0,Shift_1,Station_9,19.410727,-99.122005,S-101 (Signaling),33.0
,2015-02-16 00:00:00,Monday,,NO_INCIDENT,No Incident Day,,,NO_INCIDENT,
10180.0,2015-02-17 23:29:00,Tuesday,23.0,Shift_3,Station_20,19.354618,-99.083888,S-101 (Signaling),37.0
10181.0,2015-02-17 12:34:00,Tuesday,12.0,Shift_2,Station_9,19.410118,-99.122773,M-205 (Mechanical),33.0
10182.0,2015-02-17 10:28:00,Tuesday,10.0,Shift_1,Station_20,19.355668,-99.083247,M-205 (Mechanical),29.0
10183.0,2015-02-18 14:04:00,Wednesday,14.0,Shift_2,Station_17,19.37008,-99.094786,M-205 (Mechanical),31.0
10184.0,2015-02-18 10:58:00,Wednesday,10.0,Shift_1,Station_19,19.35982,-99.087523,E-401 (Electrical),38.0
10185.0,2015-02-18 21:00:00,Wednesday,21.0,Shift_3,Station_2,19.445895,-99.147243,E-401 (Electrical),27.0
10186.0,2015-02-18 15:11:00,Wednesday,15.0,Shift_2,Station_12,19.394846,-99.111806,E-401 (Electrical),28.0
10187.0,2015-02-18 10:15:00,Wednesday,10.0,Shift_1,Station_10,19.405345,-99.118137,S-101 (Signaling),33.0
10188.0,2015-02-18 06:32:00,Wednesday,6.0,Shift_1,Station_4,19.435376,-99.138856,M-205 (Mechanical),26.0
10189.0,2015-02-19 12:35:00,Thursday,12.0,Shift_2,Station_8,19.415349,-99.1247,H-300 (Hydraulic),37.0
10190.0,2015-02-19 18:02:00,Thursday,18.0,Shift_3,Station_19,19.359655,-99.086719,E-401 (Electrical),34.0
10191.0,2015-02-19 20:17:00,Thursday,20.0,Shift_3,Station_15,19.379466,-99.100107,E-401 (Electrical),38.0
10192.0,2015-02-19 11:54:00,Thursday,11.0,Shift_1,Station_17,19.370186,-99.0949,E-401 (Electrical),38.0
10193.0,2015-02-19 13:22:00,Thursday,13.0,Shift_2,Station_10,19.405723,-99.118518,E-401 (Electrical),32.0
10194.0,2015-02-20 06:38:00,Friday,6.0,Shift_1,Station_18,19.364841,-99.090786,E-401 (Electrical),25.0
10195.0,2015-02-20 07:21:00,Friday,7.0,Shift_1,Station_14,19.384012,-99.105251,M-205 (Mechanical),43.0
10196.0,2015-02-20 12:02:00,Friday,12.0,Shift_2,Station_11,19.400407,-99.114237,E-401 (Electrical),32.0
10197.0,2015-02-21 14:39:00,Saturday,14.0,Shift_2,Station_10,19.405878,-99.119211,E-401 (Electrical),27.0
10198.0,2015-02-21 13:03:00,Saturday,13.0,Shift_2,Station_18,19.365217,-99.090365,E-401 (Electrical),26.0
10199.0,2015-02-21 07:12:00,Saturday,7.0,Shift_1,Station_8,19.414349,-99.126469,E-401 (Electrical),40.0
10200.0,2015-02-22 18:51:00,Sunday,18.0,Shift_3,Station_18,19.365629,-99.090804,M-205 (Mechanical),27.0
10201.0,2015-02-22 10:22:00,Sunday,10.0,Shift_1,Station_21,19.350211,-99.080184,E-401 (Electrical),27.0
10202.0,2015-02-23 20:05:00,Monday,20.0,Shift_3,Station_14,19.385303,-99.103853,E-401 (Electrical),33.0
10203.0,2015-02-23 16:32:00,Monday,16.0,Shift_2,Station_11,19.399696,-99.114472,M-205 (Mechanical),36.0
10204.0,2015-02-23 15:21:00,Monday,15.0,Shift_2,Station_6,19.424819,-99.131599,E-401 (Electrical),36.0
10205.0,2015-02-23 16:54:00,Monday,16.0,Shift_2,Station_5,19.430255,-99.13629,M-205 (Mechanical),31.0
10206.0,2015-02-23 23:58:00,Monday,23.0,Shift_3,Station_6,19.424426,-99.13235,E-401 (Electrical),44.0
10207.0,2015-02-23 11:10:00,Monday,11.0,Shift_1,Station_12,19.395579,-99.112331,S-101 (Signaling),41.0
10208.0,2015-02-23 11:06:00,Monday,11.0,Shift_1,Station_14,19.385878,-99.104368,S-101 (Signaling),31.0
10209.0,2015-02-23 15:37:00,Monday,15.0,Shift_2,Station_15,19.380128,-99.100383,E-401 (Electrical),37.0
10210.0,2015-02-23 15:16:00,Monday,15.0,Shift_2,Station_8,19.41435,-99.125227,M-205 (Mechanical),39.0
10211.0,2015-02-23 10:52:00,Monday,10.0,Shift_1,Station_18,19.365695,-99.089985,E-401 (Electrical),43.0
10212.0,2015-02-23 15:36:00,Monday,15.0,Shift_2,Station_5,19.430357,-99.136155,E-401 (Electrical),42.0
10213.0,2015-02-24 15:59:00,Tuesday,15.0,Shift_2,Station_18,19.364188,-99.090773,E-401 (Electrical),43.0
10214.0,2015-02-24 18:49:00,Tuesday,18.0,Shift_3,Station_6,19.424465,-99.133284,M-205 (Mechanical),35.0
